"Nama","Alamat","No. Telp","Website","Jenis Entitas","Jenis Kegiatan","Tgl Input","Keterangan"
"Url Facebook","https://www.facebook.com/groups/835943594351475/posts/923844498894717/   https://www.facebook.com/groups/835943594351475/posts/920693105876523/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/07/2023","pinjaman online ilegal"
"https://www.facebook.com/groups/835943594351475/posts/930097524936081/","https://www.facebook.com/groups/835943594351475/posts/930097524936081/","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/07/2023","Pinjaman Online Ilegal"
"URL Facebook","https://www.facebook.com/groups/835943594351475/posts/940266567252510/","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","04/08/2023","SP-04/STPAKI/VIII/2023"
"Url Facebook","https://www.facebook.com/groups/835943594351475/posts/946915609920939/","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","04/08/2023","SP-04/STPAKI/VIII/2023"
"URL Facebook","https://www.facebook.com/groups/835943594351475/posts/946918899920610/","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","04/08/2023","SP-04/STPAKI/VIII/2023"
"URL Facebook","https://www.facebook.com/groups/835943594351475/posts/947019203243913/","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","04/08/2023","SP-04/STPAKI/VIII/2023"
"URL Facebook","https://www.facebook.com/groups/835943594351475/user/100016885188479/","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/08/2023","SP-04/STPAKI/VIII/2023"
"URL Facebook","https://www.facebook.com/groups/835943594351475/user/100058233866079/","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/08/2023","SP-04/STPAKI/VIII/2023"
"URL Facebook","https://www.facebook.com/groups/837580680996528/posts/1007898763964718","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","10/09/2023","SP-07/STPAKI/IX/2023"
"URL Facebook","https://www.facebook.com/groups/838244139952585/posts/1806965636413759","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/840634400299030/posts/1309995266696272","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","17/02/2025","SP 1/STPASTI/I/2025"
"URL Facebook","https://www.facebook.com/groups/845531946553457/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2023","SP-07/STPAKI/IX/2023"
"URL Facebook","https://www.facebook.com/groups/849578478575556/posts/2504553243078063","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","22/12/2024","SP 8/STPASTI/XI/2024"
"URL Facebook","https://www.facebook.com/groups/851055891739129/posts/2772929149551784/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-4/STPASTI/IV/2024"
"URL Facebook","https://www.facebook.com/groups/854763171921434/posts/1376408723090207","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"URL Facebook","https://www.facebook.com/groups/854763171921434/posts/1379569019440844","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"URL Facebook","https://www.facebook.com/groups/854763171921434/posts/1382433539154392","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"URL Facebook","https://www.facebook.com/groups/854763171921434/posts/1416274215770324","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"URL Facebook","https://www.facebook.com/groups/854763171921434/posts/1416309149100164","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"URL Facebook","https://www.facebook.com/groups/854763171921434/posts/1419973218733757","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"URL Facebook","https://www.facebook.com/groups/854763171921434/posts/1423175231746889","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"URL Facebook","https://www.facebook.com/groups/854763171921434/posts/1424765071587905","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"URL Facebook","https://www.facebook.com/groups/854763171921434/posts/1425368261527586","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"URL Facebook","https://www.facebook.com/groups/854763171921434/posts/1425681711496241","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"URL Facebook","https://www.facebook.com/groups/854763171921434/posts/1427517727979306","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"URL Facebook","https://www.facebook.com/groups/854763171921434/posts/1430918157639263","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"URL Facebook","https://www.facebook.com/groups/854763171921434/posts/1432196877511391","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"URL Facebook","https://www.facebook.com/groups/854763171921434/posts/1432853270779085/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","14/11/2023","SP 08/STPASTI/XI/2023"
"URL Facebook","https://www.facebook.com/groups/859731035604749/posts/879291056982080/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","18/02/2024","SP 01/STPASTI/II/2024"
"URL Facebook","https://www.facebook.com/groups/861061964847163/posts/1479222819697738","Tidak Diketahui","Tidak Diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/861061964847163/posts/1479222819697738","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 3/STPASTI/III/2024"
"URL Facebook","https://www.facebook.com/groups/8632074506863788/","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"URL Facebook","https://www.facebook.com/groups/8632074506863788/posts/24127817116862943/","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"URL Facebook","https://www.facebook.com/groups/8632074506863788/posts/24141955665449088","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"URL Facebook","https://www.facebook.com/groups/8632074506863788/posts/24141955665449088","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"URL Facebook","https://www.facebook.com/groups/8632074506863788/posts/24144970125147642/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","18/02/2024","SP 01/STPASTI/II/2024"
"URL Facebook","https://www.facebook.com/groups/8632074506863788/posts/24175654688745852/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","18/02/2024","SP 01/STPASTI/II/2024"
"URL Facebook","https://www.facebook.com/groups/8632074506863788/posts/24180066751637979/","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"URL Facebook","https://www.facebook.com/groups/8632074506863788/posts/24180066751637979/","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"URL Facebook","https://www.facebook.com/groups/8632074506863788/posts/24181156444862343/","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"URL Facebook","https://www.facebook.com/groups/8632074506863788/posts/24203167882661199","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"URL Facebook","https://www.facebook.com/groups/865635725242563/","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"URL Facebook","https://www.facebook.com/groups/868120834582189/","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"Williams Betty","https://www.facebook.com/groups/868607664644483/posts/899352794903303","Tidak di Ketahui","Tidak di Ketahui","Fintech Ilegal","Peer To Peer Lending","14/05/2024","SP 3/STPASTI/III/2024"
"Rita Juwita","https://www.facebook.com/groups/868607664644483/posts/899848381520411/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 3/STPASTI/III/2024"
"Rian Agung","https://www.facebook.com/groups/868607664644483/posts/902934787878437/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 3/STPASTI/III/2024"
"Dimas Laia","https://www.facebook.com/groups/868607664644483/posts/905231967648719/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 3/STPASTI/III/2024"
"Rian Agung","https://www.facebook.com/groups/868607664644483/posts/906005317571384/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 3/STPASTI/III/2024"
"Dimas Laia","https://www.facebook.com/groups/868607664644483/posts/907623910742858/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 3/STPASTI/III/2024"
"Leni Aulia","https://www.facebook.com/groups/868607664644483/posts/907930364045546/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 3/STPASTI/III/2024"
"Samsul Afriha","https://www.facebook.com/groups/868607664644483/posts/908196400685609/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 3/STPASTI/III/2024"
"Rian Agung","https://www.facebook.com/groups/868607664644483/posts/908299244008658/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 3/STPASTI/III/2024"
"Tika Widayanti","https://www.facebook.com/groups/868607664644483/posts/914064393432143/","Tidak di Ketahui","Tidak di Ketahui","Fintech Ilegal","Peer To Peer Lending","14/05/2024","SP 3/STPASTI/III/2024"
"Redo Nom","https://www.facebook.com/groups/868607664644483/posts/914295063409076/","Tidak di Ketahui","Tidak di Ketahui","Fintech Ilegal","Peer To Peer Lending","14/05/2024","SP 3/STPASTI/III/2024"
"Samsul Afriha","https://www.facebook.com/groups/868607664644483/posts/915174946654421/","Tidak di Ketahui","Tidak di Ketahui","Fintech Ilegal","Peer To Peer Lending","14/05/2024","SP 3/STPASTI/III/2024"
"Lan","https://www.facebook.com/groups/868607664644483/posts/915920843246498/","Tidak di Ketahui","Tidak di Ketahui","Fintech Ilegal","Peer To Peer Lending","14/05/2024","SP 3/STPASTI/III/2024"
"Anisa Puteri","https://www.facebook.com/groups/870340143665157/posts/1348648569167643/","Tidak di Ketahui","Tidak di Ketahui","Fintech Ilegal","Peer To Peer Lending","15/05/2024","SP 3/STPASTI/III/2024"
"URL Facebook","https://www.facebook.com/groups/872267437768246/posts/894190745575915/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","18/12/2024","SP 3/STPASTI/III/2024"
"URL Facebook","https://www.facebook.com/groups/872267437768246/posts/894755712186085/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","18/12/2024","SP 3/STPASTI/III/2024"
"URL Facebook","https://www.facebook.com/groups/873745184223052/posts/1093097602287808","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","17/02/2025","SP 1/STPASTI/I/2025"
"https://www.facebook.com/groups/873990083665166/","https://www.facebook.com/groups/873990083665166/","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/07/2023","Pinjaman Online Ilegal"
"URL Facebook","https://www.facebook.com/groups/875013327408302/posts/1083754136534219/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","17/02/2025","SP 1/STPASTI/I/2025"
"URL Facebook","https://www.facebook.com/groups/876330323218317/posts/1489651221886221/","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"URL Facebook","https://www.facebook.com/groups/876330323218317/posts/1489657268552283/","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"URL Facebook","https://www.facebook.com/groups/881484473480318/posts/894653318830100/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","18/02/2024","SP 01/STPASTI/II/2024"
"URL Facebook","https://www.facebook.com/groups/881484473480318/posts/894914752137290/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","18/02/2024","SP 01/STPASTI/II/2024"
"Mbak Lastri","https://www.facebook.com/groups/881502613753816/posts/912608300643247/","Tidak di Ketahui","Tidak di Ketahui","Fintech Ilegal","Peer To Peer Lending","28/05/2024","SP 3/STPASTI/III/2024"
"URL Facebook","https://www.facebook.com/groups/883943276079212/posts/1126552448484959","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/885833659413626/posts/1068953857768271/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 3/STPASTI/III/2024"
"Naila Arora","https://www.facebook.com/groups/885833659413626/posts/1089493839047606/","Tidak di Ketahui","Tidak di Ketahui","Fintech Ilegal","Peer To Peer Lending","27/05/2024","SP 3/STPASTI/III/2024"
"URL Facebook","https://www.facebook.com/groups/896041883892255/posts/2039030219593410","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"URL Facebook","https://www.facebook.com/groups/897085278838259/posts/949622486917871","Tidak Diketahui","Tidak Diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/902272254926556/posts/920608556426259/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-4/STPASTI/IV/2024"
"URL Facebook","https://www.facebook.com/groups/902895531465070/posts/967581931663096","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/903122097997140/posts/1153148962994451/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2025","SP 2/STPASTI/III/2025"
"URL Facebook","https://www.facebook.com/groups/903122097997140/posts/1153793946263286/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/09/2025","SP 2/STPASTI/III/2025"
"URL Facebook","https://www.facebook.com/groups/903745487474498/posts/1106509593864752/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 3/STPASTI/III/2024"
"URL Facebook","https://www.facebook.com/groups/905550242942931/posts/2761257774038826","Tidak Diketahui","Tidak Diketahui","Fintech Ilegal","Peer To Peer Lending","18/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/907617454063433/posts/1018788386279672","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/908713865970830/posts/2686553384853527/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/908713865970830/posts/2688319988010200/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/908713865970830/posts/2688319988010200/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/908713865970830/posts/2697034090472123/","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","07/11/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/908713865970830/posts/2697122793796586/","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","07/11/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/910063570443633/posts/929726241810699/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 3/STPASTI/III/2024"
"Ariska Novita","https://www.facebook.com/groups/911369129046919/posts/2490631551120661/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","21/06/2024","SP 4/STPASTI/VI/2024"
"Gina Maria - admin","https://www.facebook.com/groups/923178229411188/posts/942220284173649/","Tidak di Ketahui","Tidak di Ketahui","Fintech Ilegal","Peer To Peer Lending","20/05/2024","SP 3/STPASTI/III/2024"
"Loisa ca - admin","https://www.facebook.com/groups/923178229411188/posts/942985680763776/","Tidak di Ketahui","Tidak di Ketahui","Fintech Ilegal","Peer To Peer Lending","17/05/2024","SP 3/STPASTI/III/2024"
"Risha - admin","https://www.facebook.com/groups/923178229411188/posts/943158247413186/","Tidak di Ketahui","Tidak di Ketahui","Fintech Ilegal","Peer To Peer Lending","17/05/2024","SP 3/STPASTI/III/2024"
"Mei","https://www.facebook.com/groups/923178229411188/posts/943987027330308/","Tidak di Ketahui","Tidak di Ketahui","Fintech Ilegal","Peer To Peer Lending","17/05/2024","SP 3/STPASTI/III/2024"
"Gina Maria - admin","https://www.facebook.com/groups/923178229411188/posts/945294390532905/","Tidak di Ketahui","Tidak di Ketahui","Fintech Ilegal","Peer To Peer Lending","17/05/2024","SP 3/STPASTI/III/2024"
"Fatma - admin","https://www.facebook.com/groups/923178229411188/posts/945377680524576/","Tidak di Ketahui","Tidak di Ketahui","Fintech Ilegal","Peer To Peer Lending","17/05/2024","SP 3/STPASTI/III/2024"
"Risha - admin","https://www.facebook.com/groups/923178229411188/posts/945982767130734/","Tidak di Ketahui","Tidak di Ketahui","Fintech Ilegal","Peer To Peer Lending","17/05/2024","SP 3/STPASTI/III/2024"
"Aly nanda","https://www.facebook.com/groups/923178229411188/posts/949965943399083/","Tidak di Ketahui","Tidak di Ketahui","Fintech Ilegal","Peer To Peer Lending","17/05/2024","SP 3/STPASTI/III/2024"
"URL Facebook","https://www.facebook.com/groups/932601337885170?multi_permalinks=1121680515643917&hoisted_section_header_type=recently_seen","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","09/09/2024","SP-6/STPASTI/VIII/2024"
"Fikri Ali Fikri Ali","https://www.facebook.com/groups/937639126898664/posts/1337684520227454/","Tidak di Ketahui","Tidak di Ketahui","Fintech Ilegal","Peer To Peer Lending","08/05/2024","SP 3/STPASTI/III/2024"
"URL Facebook","https://www.facebook.com/groups/937896674788168/posts/954383583139477","Tidak Diketahui","Tidak Diketahui","Fintech Ilegal","Peer To Peer Lending","20/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/939520424081649/posts/1147288719971484","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"URL Facebook","https://www.facebook.com/groups/939520424081649/posts/1148829376484085","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"URL Facebook","https://www.facebook.com/groups/939520424081649/posts/1150285043005185","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"URL Facebook","https://www.facebook.com/groups/940867896614059/posts/1320555975311914/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 3/STPASTI/III/2024"
"URL Facebook","https://www.facebook.com/groups/940867896614059/posts/1326986564668855","Tidak Diketahui","Tidak Diketahui","Fintech Ilegal","Peer To Peer Lending","23/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/940867896614059/posts/1360536631313848","Tidak Diketahui","Tidak Diketahui","Fintech Ilegal","Peer To Peer Lending","23/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/940867896614059/posts/1377568352944009","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","02/10/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/940867896614059/posts/1378168859550625","Tidak Diketahui","Tidak Diketahui","Fintech Ilegal","Peer To Peer Lending","23/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/940867896614059/posts/1379289076105270","Tidak Diketahui","Tidak Diketahui","Fintech Ilegal","Peer To Peer Lending","23/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/940867896614059/posts/1379384349429076","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","02/10/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/940867896614059/posts/1380531282647716/","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","08/11/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/940867896614059/posts/1381814805852697","Tidak Diketahui","Tidak Diketahui","Fintech Ilegal","Peer To Peer Lending","22/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/942067020964672/posts/1112151557289550","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","17/02/2025","SP 1/STPASTI/I/2025"
"URL Facebook","https://www.facebook.com/groups/942067020964672/posts/1112151657289540","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","17/02/2025","SP 1/STPASTI/I/2025"
"URL Facebook","https://www.facebook.com/groups/942156650275371/posts/962487708242265/","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/942156650275371/posts/963578871466482/","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/942156650275371/posts/964987614658941/","Tidak diketahui","Tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/945791673179651/posts/1069150597510424","Tidak Diketahui","Tidak Diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/945791673179651/posts/1069150597510424","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/947618183651215/posts/959439825802384","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","13/09/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/947618183651215/posts/964457155300651","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","13/09/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/947618183651215/posts/975174177562282","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","13/09/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/947618183651215/posts/975229470890086","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","13/09/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/947618183651215/posts/975793047500395","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","13/09/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/947618183651215/posts/977014480711585","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","13/09/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/947618183651215/posts/977063497373350","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","13/09/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/947969216331043/posts/1039126057215358/","Tidak Tersedia","Tidak Tersedia","Fintech Ilegal","Peer To Peer Lending","07/01/2024","SP 11/STPASTI/XII/2023"
"URL Facebook","https://www.facebook.com/groups/950105593450562/posts/990473082747146/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-4/STPASTI/IV/2024"
"Pinjaman Online Real 2023","https://www.facebook.com/groups/950243465187001/posts/2400114270199906/","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","27/06/2024","SP 4/STPASTI/VI/2024"
"URL Facebook","https://www.facebook.com/groups/950374435932325/posts/1238459923790440","Tidak Diketahui","Tidak Diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/950374435932325/posts/1240185210284578","Tidak Diketahui","Tidak Diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/950374435932325/posts/1243521406617625","Tidak Diketahui","Tidak Diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/950374435932325/posts/1245750989728000","Tidak Diketahui","Tidak Diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/950374435932325/posts/1248497232786709","Tidak Diketahui","Tidak Diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/950374435932325/posts/1250237775945988","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/950374435932325/posts/1256558955313870","Tidak Diketahui","Tidak Diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/950374435932325/posts/1260002961636136","Tidak Diketahui","Tidak Diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/950374435932325/posts/1266284724341293","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/950374435932325/posts/1267755067527592","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
"URL Facebook","https://www.facebook.com/groups/950374435932325/posts/1269544050682027","tidak diketahui","tidak diketahui","Fintech Ilegal","Peer To Peer Lending","19/12/2024","SP-6/STPASTI/VIII/2024"
